"","upwind_dist_km","site_Dd18O","site_DW","site_DP","dist_inland_km","M_factorChange","site_region"
"69",157.909406593566,-0.268829339069465,-0.924563349855973,6.42163497900648e-05,3000,2.53521126760563,"inland"
"70",-2742.09059340643,-0.000260621481618095,-3.91030301543083e-05,-1.13104445927591e-10,100,2.14285714285714,"coast"
"71",-1342.09059340643,-0.00434532458248871,-0.00320676635215023,-9.20188613820456e-09,1500,2.14285714285714,"middle"
"72",157.909406593566,-0.206908662986005,-0.683133946376728,4.85783565267016e-05,3000,2.14285714285714,"inland"
"73",-2742.09059340643,-0.000201807362820716,-2.87294624641277e-05,-8.30991980346123e-11,100,1.85567010309278,"coast"
"74",-1342.09059340643,-0.00336301274872497,-0.00235603998715561,-6.76079644182273e-09,1500,1.85567010309278,"middle"
"75",157.909406593566,-0.160033174057994,-0.504002998937359,3.68169447388742e-05,3000,1.85567010309278,"inland"
"76",-2742.09059340643,-0.000154914903016667,-2.0789974563229e-05,-6.01344499369383e-11,100,1.63636363636364,"coast"
"77",-1342.09059340643,-0.00258018202092813,-0.00170493480488432,-4.89246036501775e-09,1500,1.63636363636364,"middle"
"78",157.909406593566,-0.122632104286202,-0.365870293646083,2.76510200949752e-05,3000,1.63636363636364,"inland"
"79",-2742.09059340643,-0.000115743713835492,-1.45285934252115e-05,-4.2023575090133e-11,100,1.46341463414634,"coast"
"80",-1342.09059340643,-0.00192666040621514,-0.0011914514063065,-3.41900151612051e-09,1500,1.46341463414634,"middle"
"81",157.909406593566,-0.0914157455345066,-0.256307808959313,2.03068331922927e-05,3000,1.46341463414634,"inland"
"82",-2742.09059340643,-8.17099479188954e-05,-9.5009692131498e-06,-2.74813061440201e-11,100,1.32352941176471,"coast"
"83",-1342.09059340643,-0.00135930482902946,-0.000779147760148646,-2.23586476309561e-09,1500,1.32352941176471,"middle"
"84",157.909406593566,-0.064363793519262,-0.16795862283972,1.4288475377093e-05,3000,1.32352941176471,"inland"
"85",-2742.09059340643,-5.14879879842667e-05,-5.48384723941808e-06,-1.58618863689889e-11,100,1.20805369127517,"coast"
"86",-1342.09059340643,-0.000855986367342965,-0.000449714187162442,-1.29051925141919e-09,1500,1.20805369127517,"middle"
"87",157.909406593566,-0.0404493506390713,-0.0971546622412092,9.26090635957909e-06,3000,1.20805369127517,"inland"
"88",-2742.09059340643,-2.53963117202716e-05,-2.45430803857971e-06,-7.09902288050044e-12,100,1.11111111111111,"coast"
"89",-1342.09059340643,-0.000421936987682336,-0.000201270348362925,-5.77576283559967e-10,1500,1.11111111111111,"middle"
"90",157.909406593566,-0.0199155633950898,-0.0436136149847215,4.9861309765309e-06,3000,1.11111111111111,"inland"
"91",-2661.92322624752,0.000757397995321263,0.000144294813026136,4.17369967200491e-10,100,4,"coast"
"92",-1261.92322624752,0.0126616526480161,0.0118325057178197,3.39614646773959e-08,1500,4,"middle"
"93",238.07677375248,-0.788585261044306,-2.78709484326435,0.000107954864115186,3000,4,"inland"
"94",-2661.92322624752,0.000548338042527519,0.000100735208633296,2.91374457459697e-10,100,3.10344827586207,"coast"
"95",-1261.92322624752,0.00916265649342218,0.00826065779670415,2.37083066843786e-08,1500,3.10344827586207,"middle"
"96",238.07677375248,-0.574738371254657,-1.99079804656614,7.99429216928468e-05,3000,3.10344827586207,"inland"
"97",-2661.92322624752,0.000413610869220982,7.28874503721499e-05,2.10825317164924e-10,100,2.53521126760563,"coast"
"98",-1261.92322624752,0.00690798752778221,0.00597710371579296,1.71538453514193e-08,1500,2.53521126760563,"middle"
