"","upwind_dist_km","site_Dd18O","site_DW","site_DP","dist_inland_km","M_factorChange","site_region"
"532",-1443.60147575206,0.00112522251050073,0.000583741489641909,1.68847230293967e-09,100,1.32352941176471,"coast"
"533",-43.6014757520625,0.0192150361703058,0.0478599882113144,1.37442834314698e-07,1500,1.32352941176471,"middle"
"534",1456.39852424794,-0.525092946729866,-1.28769655161715,1.01609608477527e-05,3000,1.32352941176471,"inland"
"535",-1443.60147575206,0.000716845904080721,0.000341968603976284,9.8914057452854e-10,100,1.20805369127517,"coast"
"536",-43.6014757520625,0.0122091496570498,0.0280400607131455,8.05001231618502e-08,1500,1.20805369127517,"middle"
"537",1456.39852424794,-0.334935037768491,-0.771509175313444,6.97097467414544e-06,3000,1.20805369127517,"inland"
"538",-1443.60147575206,0.000360342075178544,0.000156579126475265,4.52902191871464e-10,100,1.11111111111111,"coast"
"539",-43.6014757520625,0.00612064718763516,0.0128397864258147,3.68531144520111e-08,1500,1.11111111111111,"middle"
"540",1456.39852424794,-0.169860314550019,-0.363948844056793,3.97842467135142e-06,3000,1.11111111111111,"inland"
"541",-1348.85789417726,-0.0103270331293093,-0.00865420906777103,-2.50287822610193e-08,100,4,"coast"
"542",51.1421058227406,-0.18053007128993,-0.712103974594662,0.000132266153215009,1500,4,"middle"
"543",1551.14210582274,-3.72642764916697,-10.3078937954628,3.9579059909878e-05,3000,4,"inland"
"544",-1348.85789417726,-0.00747544437140757,-0.00604890208649067,-1.74946842289471e-08,100,3.10344827586207,"coast"
"545",51.1421058227406,-0.130327450765577,-0.497223095208199,9.40125134494609e-05,1500,3.10344827586207,"middle"
"546",1551.14210582274,-2.8207192671017,-7.99849631836697,3.50177184705648e-05,3000,3.10344827586207,"inland"
"547",-1348.85789417726,-0.00563880022019791,-0.00438325107777615,-1.26775960028862e-08,100,2.53521126760563,"coast"
"548",51.1421058227406,-0.0980513244107639,-0.360071288694414,6.92176275619008e-05,1500,2.53521126760563,"middle"
"549",1551.14210582274,-2.18849635247842,-6.23405056204733,3.0105338237995e-05,3000,2.53521126760563,"inland"
"550",-1348.85789417726,-0.00434292932227631,-0.00322696527132393,-9.33345615378167e-09,100,2.14285714285714,"coast"
"551",51.1421058227406,-0.0753223152595295,-0.264966104669462,5.18442748623741e-05,1500,2.14285714285714,"middle"
"552",1551.14210582274,-1.7163397850094,-4.84194941951919,2.53542670516613e-05,3000,2.14285714285714,"inland"
"553",-1348.85789417726,-0.00336550315049866,-0.00237755793165917,-6.87677666868288e-09,100,1.85567010309278,"coast"
"554",51.1421058227406,-0.0582168434394292,-0.19515658069011,3.89952252063244e-05,1500,1.85567010309278,"middle"
"555",1551.14210582274,-1.34507690433672,-3.71586125896946,2.09424121944594e-05,3000,1.85567010309278,"inland"
"556",-1348.85789417726,-0.00258765461247368,-0.00172740074575728,-4.99633110559905e-09,100,1.63636363636364,"coast"
"557",51.1421058227406,-0.0446405880657474,-0.141753939463563,2.91071974314157e-05,1500,1.63636363636364,"middle"
"558",1551.14210582274,-1.04056513509221,-2.78713354808526,1.69122600271904e-05,3000,1.63636363636364,"inland"
"559",-1348.85789417726,-0.00193946151816338,-0.0012144709024966,-3.51276107454660e-09,100,1.46341463414634,"coast"
"560",51.1421058227406,-0.0333643294121444,-0.0996419938635285,2.12624105149584e-05,1500,1.46341463414634,"middle"
"561",1551.14210582274,-0.78172284132727,-2.01058440280484,1.32485129759089e-05,3000,1.46341463414634,"inland"
"562",-1348.85789417726,-0.00137760019158772,-0.000801943619471501,-2.31957307915155e-09,100,1.32352941176471,"coast"
"563",51.1421058227406,-0.023628822779731,-0.0657853875963781,1.48862736756224e-05,1500,1.32352941176471,"middle"
"564",1551.14210582274,-0.555364232539213,-1.35784332185707,9.90725111467555e-06,3000,1.32352941176471,"inland"
"565",-1348.85789417726,-0.000878316519847822,-0.000470338739425813,-1.36043302250783e-09,100,1.20805369127517,"coast"
"566",51.1421058227406,-0.0150185128426905,-0.0385780594347764,9.59984701666447e-06,1500,1.20805369127517,"middle"
"567",1551.14210582274,-0.354654981535973,-0.815555619829009,6.82308663775964e-06,3000,1.20805369127517,"inland"
"568",-1348.85789417726,-0.000442136785627767,-0.000215743526908341,-6.24030577659287e-10,100,1.11111111111111,"coast"
"569",51.1421058227406,-0.00753655670182596,-0.0176939362091275,5.14177894825431e-06,1500,1.11111111111111,"middle"
"570",1551.14210582274,-0.180246604262968,-0.3860582558051,3.90924337482854e-06,3000,1.11111111111111,"inland"
"571",-1252.95178567559,0.0126397165836067,0.0118663837883446,3.4329407657469e-08,100,4,"coast"
"572",147.048214324412,-0.492823318477109,-1.82412819041694,0.000119998059335629,1500,4,"middle"
"573",1647.04821432441,-3.89513991113077,-10.636266836438,3.70473263145716e-05,3000,4,"inland"
"574",-1252.95178567559,0.009148990747887,0.00829494700985833,2.39959496290386e-08,100,3.10344827586207,"coast"
"575",147.048214324412,-0.357732464546179,-1.29138181963023,8.71338421651051e-05,1500,3.10344827586207,"middle"
"576",1647.04821432441,-2.95517875890416,-8.28762043490388,3.31042985189131e-05,3000,3.10344827586207,"inland"
"577",-1252.95178567559,0.00690083362420157,0.00601156857026552,1.73898984359149e-08,100,2.53521126760563,"coast"
"578",147.048214324412,-0.27007378852506,-0.943615666732189,6.50570973340284e-05,1500,2.53521126760563,"middle"
"579",1647.04821432441,-2.29640493136052,-6.4801732720189,2.86766607436215e-05,3000,2.53521126760563,"inland"
"580",-1252.95178567559,0.0053147598044756,0.00442643525705222,1.28042128261135e-08,100,2.14285714285714,"coast"
"581",147.048214324412,-0.207952529806543,-0.698791009430995,4.92159910493732e-05,1500,2.14285714285714,"middle"
"582",1647.04821432441,-1.80295815236564,-5.04610070092647,2.42982157125987e-05,3000,2.14285714285714,"inland"
"583",-1252.95178567559,0.00411860517257612,0.0032619828721252,9.43567015382232e-09,100,1.85567010309278,"coast"
"584",147.048214324412,-0.160986002228913,-0.517120916812523,3.72994444247787e-05,1500,1.85567010309278,"middle"
"585",1647.04821432441,-1.41409205096388,-3.8808539227409,2.01724371580889e-05,3000,1.85567010309278,"inland"
"586",-1252.95178567559,0.0031668692400677,0.00237067094540322,6.85735230632965e-09,100,1.63636363636364,"coast"
"587",147.048214324412,-0.123582769651187,-0.377009092889168,2.80112715445011e-05,1500,1.63636363636364,"middle"
"588",1647.04821432441,-1.09462748465339,-2.91635840169228,1.63628566240706e-05,3000,1.63636363636364,"inland"
"589",-1252.95178567559,0.00237396897240227,0.00166746440707044,4.82322044472225e-09,100,1.46341463414634,"coast"
"590",147.048214324412,-0.0924410169899081,-0.265825299033338,2.05684338071141e-05,1500,1.46341463414634,"middle"
"591",1647.04821432441,-0.822789765156262,-2.10755378980092,1.2869917723736e-05,3000,1.46341463414634,"inland"
"592",-1252.95178567559,0.00168685521639844,0.00110183974488365,3.18709666650145e-09,100,1.32352941176471,"coast"
"593",147.048214324412,-0.0655157322225763,-0.176005176226731,1.44692019059994e-05,1500,1.32352941176471,"middle"
"594",1647.04821432441,-0.584938915973665,-1.42607654684507,9.66101230518179e-06,3000,1.32352941176471,"inland"
"595",-1252.95178567559,0.00107631569445932,0.000646976184143,1.87138046189541e-09,100,1.20805369127517,"coast"
"596",147.048214324412,-0.0416898226490714,-0.103550555281963,9.37509732770017e-06,1500,1.20805369127517,"middle"
"597",1647.04821432441,-0.373974743514527,-0.8586380659474,6.67863482419525e-06,3000,1.20805369127517,"inland"
"598",-1252.95178567559,0.000542570757211536,0.000297301916653225,8.59942068929024e-10,100,1.11111111111111,"coast"
"599",147.048214324412,-0.0209720547948988,-0.0477094139990371,5.04617015127773e-06,1500,1.11111111111111,"middle"
"600",1647.04821432441,-0.190469021158934,-0.407839062075698,3.84113704089897e-06,3000,1.11111111111111,"inland"
"601",-1139.55342684145,-0.0154738664535081,-0.0162741881882766,-4.7061017669468e-08,100,4,"coast"
"602",260.446573158548,-0.792195753165803,-2.83447842051393,0.000109229107148638,1500,4,"middle"
"603",1760.44657315855,-4.05755535917229,-10.9430344367754,3.47164654831071e-05,3000,4,"inland"
"604",-1139.55342684145,-0.0111997759661975,-0.0113770328774052,-3.29020802597495e-08,100,3.10344827586207,"coast"
"605",260.446573158548,-0.577370566231417,-2.02774852831891,8.09096583707198e-05,1500,3.10344827586207,"middle"
"606",1760.44657315855,-3.08524969490243,-8.56037488964072,3.13201426728591e-05,3000,3.10344827586207,"inland"
"607",-1139.55342684145,-0.00844723455140084,-0.00824613167711163,-2.38487323513635e-08,100,2.53521126760563,"coast"
"608",260.446573158548,-0.437007822190694,-1.49199184802211,6.12165573296297e-05,1500,2.53521126760563,"middle"
"609",1760.44657315855,-2.40113863459479,-6.71408103414993,2.73314144692984e-05,3000,2.53521126760563,"inland"
"610",-1139.55342684145,-0.00650548389147243,-0.00607267365078457,-1.75634301896602e-08,100,2.14285714285714,"coast"
"611",260.446573158548,-0.337064802327758,-1.1103759139279,4.67552576349596e-05,1500,2.14285714285714,"middle"
"612",1760.44657315855,-1.88722789106055,-5.24126003040844,2.32960272608581e-05,3000,2.14285714285714,"inland"
"613",-1139.55342684145,-0.00504128759115652,-0.00447604730434392,-1.29459705340958e-08,100,1.85567010309278,"coast"
"614",260.446573158548,-0.261244279978867,-0.824783909761173,3.56948071587317e-05,1500,1.85567010309278,"middle"
"615",1760.44657315855,-1.48135530281057,-4.03935096330795,1.94369622727898e-05,3000,1.85567010309278,"inland"
"616",-1139.55342684145,-0.00387650626465508,-0.00325393775148086,-9.41146566937017e-09,100,1.63636363636364,"coast"
"617",260.446573158548,-0.200711133480191,-0.603103807992483,2.69655303466525e-05,1500,1.63636363636364,"middle"
"618",1760.44657315855,-1.14739387428087,-3.04103306295228,1.58350779403394e-05,3000,1.63636363636364,"inland"
"619",-1139.55342684145,-0.00290636536504074,-0.00228972779463987,-6.62274828603033e-09,100,1.46341463414634,"coast"
"620",260.446573158548,-0.150224639685947,-0.426318266068598,1.99015961488679e-05,1500,1.46341463414634,"middle"
"621",1760.44657315855,-0.862928837565113,-2.20149964222882,1.25042822156697e-05,3000,1.46341463414634,"inland"
"622",-1139.55342684145,-0.00206589332762963,-0.00151408209224968,-4.37934279239608e-09,100,1.32352941176471,"coast"
"623",260.446573158548,-0.106532516914726,-0.282953004979703,1.40658639571174e-05,1500,1.32352941176471,"middle"
"624",1760.44657315855,-0.613896978133743,-1.49248164602441,9.42189153135751e-06,3000,1.32352941176471,"inland"
"625",-1139.55342684145,-0.00131916024215251,-0.000890064557601988,-2.57445407442165e-09,100,1.20805369127517,"coast"
"626",260.446573158548,-0.0678592589414828,-0.166946785700929,9.15623280939226e-06,1500,1.20805369127517,"middle"
"627",1760.44657315855,-0.392944034570353,-0.900797228729363,6.53746974781059e-06,3000,1.20805369127517,"inland"
"628",-1139.55342684145,-0.000665917263997784,-0.000409746051445836,-1.1851725711129e-09,100,1.11111111111111,"coast"
"629",260.446573158548,-0.0342114267661842,-0.0772269684143865,4.952233319724e-06,1500,1.11111111111111,"middle"
"630",1760.44657315855,-0.200551131077864,-0.429304237796067,3.77406303960911e-06,3000,1.11111111111111,"inland"
"631",-1041.02796542182,0.01895002275909,0.0223193849223051,6.45801708422134e-08,100,4,"coast"
"632",358.972034578183,-1.07872706205592,-3.75492278437619,9.97312536156321e-05,1500,4,"middle"
"633",1858.97203457818,-4.21336476989309,-11.2297762055938,3.25677197493262e-05,3000,4,"inland"
"634",-1041.02796542182,0.0137146298333501,0.0156049475414051,4.51476270809195e-08,100,3.10344827586207,"coast"
"635",358.972034578183,-0.789113481373893,-2.71145074502274,7.52632198635342e-05,1500,3.10344827586207,"middle"
"636",1858.97203457818,-3.21066629211897,-8.81775279567981,2.96552028003416e-05,3000,3.10344827586207,"inland"
"637",-1041.02796542182,0.0103432533934411,0.0113120392814494,3.27254149488224e-08,100,2.53521126760563,"coast"
"638",358.972034578183,-0.598681015005709,-2.00765971574308,5.76663033847363e-05,1500,2.53521126760563,"middle"
"639",1858.97203457818,-2.5024741663997,-6.93639467208588,2.60641633623186e-05,3000,2.53521126760563,"inland"
"640",-1041.02796542182,0.00796520608348228,0.00833184462522496,2.41027020333928e-08,100,2.14285714285714,"coast"
"641",358.972034578183,-0.462491772976859,-1.50096555865473,4.44495935650824e-05,1500,2.14285714285714,"middle"
"642",1858.97203457818,-1.96896455185946,-5.4278122636131,2.23447531048005e-05,3000,2.14285714285714,"inland"
"643",-1041.02796542182,0.00617229156674171,0.00614254637014966,1.7768818420802e-08,100,1.85567010309278,"coast"
"644",358.972034578183,-0.358845275645669,-1.1187893608619,3.41758468552256e-05,1500,1.85567010309278,"middle"
"645",1858.97203457818,-1.54671702163744,-4.19158693632401,1.87344035603544e-05,3000,1.85567010309278,"inland"
"646",-1041.02796542182,0.00474631766178568,0.00446675581286371,1.29208547805501e-08,100,1.63636363636364,"coast"
"647",358.972034578183,-0.275905083516159,-0.820368776212614,2.59675651952082e-05,1500,1.63636363636364,"middle"
"648",1858.97203457818,-1.19874574265455,-3.16129573485788,1.53280974595593e-05,3000,1.63636363636364,"inland"
"649",-1041.02796542182,0.00355896366588393,0.00314455769381539,9.09598772814806e-09,100,1.46341463414634,"coast"
"650",358.972034578183,-0.206621278648123,-0.58128370920361,1.92608731137536e-05,1500,1.46341463414634,"middle"
"651",1858.97203457818,-0.90204920355974,-2.29249778564444,1.21512029334488e-05,3000,1.46341463414634,"inland"
"652",-1041.02796542182,0.00253062692523454,0.00208080632302199,6.01886952862667e-09,100,1.32352941176471,"coast"
"653",358.972034578183,-0.146611018709941,-0.386700485367406,1.36758687830674e-05,1500,1.32352941176471,"middle"
"654",1858.97203457818,-0.642172160952748,-1.55709364293418,9.18972065163808e-06,3000,1.32352941176471,"inland"
"655",-1041.02796542182,0.00161710167978502,0.00122464000997269,3.54230586013029e-09,100,1.20805369127517,"coast"
"656",358.972034578183,-0.0934819730752379,-0.228788630220137,8.94314626991155e-06,1500,1.20805369127517,"middle"
"657",1858.97203457818,-0.411518465767702,-0.942042432285074,6.39954783395114e-06,3000,1.20805369127517,"inland"
"658",-1041.02796542182,0.000817445545253648,0.000564792582459006,1.63366211652086e-09,100,1.11111111111111,"coast"
"659",358.972034578183,-0.047229945840499,-0.106245295386302,4.85996828627747e-06,1500,1.11111111111111,"middle"
"660",1858.97203457818,-0.210468501852357,-0.450451090261286,3.70802778907565e-06,3000,1.11111111111111,"inland"
"661",-941.244698205288,-0.023213282371759,-0.0306187445276436,-8.85226787558299e-08,100,4,"coast"
"662",458.755301794712,-1.35380691605158,-4.59631725231772,9.13100335894043e-05,1500,4,"middle"
"663",1958.75530179471,-4.36347298367801,-11.4981954112344,3.05825072277423e-05,3000,4,"inland"
"664",-941.244698205288,-0.0167987952039983,-0.0214090153187598,-6.19048586910661e-08,100,3.10344827586207,"coast"
"665",458.755301794712,-0.993806888249571,-3.34766026066334,7.01236882245381e-05,1500,3.10344827586207,"middle"
"666",1958.75530179471,-3.33206077184578,-9.06091538101249,2.80988419444652e-05,3000,3.10344827586207,"inland"
"667",-941.244698205288,-0.0126683127649185,-0.0155209807900789,-4.48834384231798e-08,100,2.53521126760563,"coast"
"668",458.755301794712,-0.755665937243744,-2.49333994936848,5.43767645833848e-05,1500,2.53521126760563,"middle"
"669",1958.75530179471,-2.60087644171714,-7.14790802467471,2.48687140476477e-05,3000,2.53521126760563,"inland"
"670",-941.244698205288,-0.00975508382272672,-0.0114335406915771,-3.30654709428062e-08,100,2.14285714285714,"coast"
"671",458.755301794712,-0.584645034282238,-1.8720851753066,4.22855183080437e-05,1500,2.14285714285714,"middle"
"672",1958.75530179471,-2.04852023953228,-5.60630149826709,2.1440738152301e-05,3000,2.14285714285714,"inland"
"673",-941.244698205288,-0.00755899586368791,-0.0084308986966164,-2.43830306256751e-08,100,1.85567010309278,"coast"
"674",458.755301794712,-0.454094264631943,-1.40002545759356,3.27360694278041e-05,1500,1.85567010309278,"middle"
"675",1958.75530179471,-1.61044742657268,-4.33793358799587,1.80625919231549e-05,3000,1.85567010309278,"inland"
"676",-941.244698205288,-0.00581273962452222,-0.00613255991694928,-1.77366175158888e-08,100,1.63636363636364,"coast"
"677",458.755301794712,-0.34939326394734,-1.02932941364881,2.50141578520079e-05,1500,1.63636363636364,"middle"
"678",1958.75530179471,-1.24888996477723,-3.27739671043247,1.48406371448221e-05,3000,1.63636363636364,"inland"
"679",-941.244698205288,-0.00435911941976119,-0.00431914750328133,-1.24922026042282e-08,100,1.46341463414634,"coast"
"680",458.755301794712,-0.261800122156708,-0.731029456641714,1.86446699798009e-05,1500,1.46341463414634,"middle"
"681",1958.75530179471,-0.94030570154735,-2.3807107192961,1.18099485213357e-05,3000,1.46341463414634,"inland"
"682",-941.244698205288,-0.00310058384245249,-0.00286005047892246,-8.27226279708252e-09,100,1.32352941176471,"coast"
"683",458.755301794712,-0.185870923193554,-0.487418870313007,1.32984596432569e-05,1500,1.32352941176471,"middle"
"684",1958.75530179471,-0.669874087026678,-1.62001004339993,8.96410989186342e-06,3000,1.32352941176471,"inland"
"685",-941.244698205288,-0.00198273597518117,-0.00168520709267739,-4.87429338112287e-09,100,1.20805369127517,"coast"
"686",458.755301794712,-0.118633594128448,-0.289158366161075,8.73552434604307e-06,1500,1.20805369127517,"middle"
"687",1958.75530179471,-0.429767012962934,-0.982423423013554,6.26469103174468e-06,3000,1.20805369127517,"inland"
"688",-941.244698205288,-0.00100364202459957,-0.000778613206499301,-2.25209207988138e-09,100,1.11111111111111,"coast"
"689",458.755301794712,-0.0600640729397917,-0.13479184557535,4.76928363592488e-06,1500,1.11111111111111,"middle"
"690",1958.75530179471,-0.220254784012108,-0.471297924142309,3.64297221071663e-06,3000,1.11111111111111,"inland"
"691",-840.171094388928,0.028448840668216,0.0420005129947896,1.21563035873879e-07,100,4,"coast"
"692",559.828905611072,-1.61713797203,-5.36683427242651,8.38168216160924e-05,1500,4,"middle"
"693",2059.82890561107,-4.5073104156037,-11.7494777759313,2.87470248511275e-05,3000,4,"inland"
"694",-840.171094388928,0.0205852443854182,0.0293712196243874,8.49934627420858e-08,100,3.10344827586207,"coast"
"695",559.828905611072,-1.19108139989932,-3.94010854453914,6.54370865669471e-05,1500,3.10344827586207,"middle"
"696",2059.82890561107,-3.44897973631209,-9.29060452595176,2.66435503928067e-05,3000,3.10344827586207,"inland"
"697",-840.171094388928,0.0155221043913745,0.0212964315138322,6.16193409130395e-08,100,2.53521126760563,"coast"
"698",559.828905611072,-0.907617980141051,-2.95084778764794,5.13261803761118e-05,1500,2.53521126760563,"middle"
"699",2059.82890561107,-2.69598037941476,-7.34907481043462,2.37410040723163e-05,3000,2.53521126760563,"inland"
"700",-840.171094388928,0.0119515273637738,0.0156907126056467,4.53958184468839e-08,100,2.14285714285714,"coast"
"701",559.828905611072,-0.703227958070762,-2.22464133714591,4.02537491680706e-05,1500,2.14285714285714,"middle"
"702",2059.82890561107,-2.12560074703905,-5.77699752022194,2.05818149509456e-05,3000,2.14285714285714,"inland"
"703",-840.171094388928,0.00926039163196002,0.0115726075582643,3.34793644216901e-08,100,1.85567010309278,"coast"
"704",559.828905611072,-0.546745883868383,-1.66894171995957,3.13714440825752e-05,1500,1.85567010309278,"middle"
"705",2059.82890561107,-1.67231122341682,-4.47854441281965,1.74204058071447e-05,3000,1.85567010309278,"inland"
"706",-840.171094388928,0.00712101859545733,0.00842036149668957,2.4358800070816e-08,100,1.63636363636364,"coast"
"707",559.828905611072,-0.420979375517216,-1.23019832298985,2.41035979030437e-05,1500,1.63636363636364,"middle"
"708",2059.82890561107,-1.29764151867051,-3.38941662372083,1.43721516624073e-05,3000,1.63636363636364,"inland"
"709",-840.171094388928,0.00534073329849782,0.0059331014568329,1.71628930751848e-08,100,1.46341463414634,"coast"
"710",559.828905611072,-0.31561050723472,-0.875644991092564,1.80523190417344e-05,1500,1.46341463414634,"middle"
"711",2059.82890561107,-0.977557047305511,-2.46617384176284,1.14802876966178e-05,3000,1.46341463414634,"inland"
"712",-840.171094388928,0.00379992757626457,0.00393156795934146,1.1372639830509e-08,100,1.32352941176471,"coast"
"713",559.828905611072,-0.224203496409059,-0.585135066301589,1.29334295644572e-05,1500,1.32352941176471,"middle"
"714",2059.82890561107,-0.696900069226736,-1.6812386712212,8.74499400100796e-06,3000,1.32352941176471,"inland"
"715",-840.171094388928,0.00243163427393611,0.00231927408676569,6.70867760162749e-09,100,1.20805369127517,"coast"
"716",559.828905611072,-0.143242997710846,-0.348052811860853,8.5333496031095e-06,1500,1.20805369127517,"middle"
"717",2059.82890561107,-0.447621533712694,-1.02193297768133,6.13291228690219e-06,3000,1.20805369127517,"inland"
"718",-840.171094388928,0.00123252254491391,0.00107352642951497,3.10519841658057e-09,100,1.11111111111111,"coast"
"719",559.828905611072,-0.0726755878556196,-0.162854137790774,4.68021501534741e-06,1500,1.11111111111111,"middle"
"720",2059.82890561107,-0.229873212948095,-0.491833944931869,3.57892812280791e-06,3000,1.11111111111111,"inland"
"721",-737.773344594887,-0.0348754045709221,-0.0576369973256448,-1.66567350934799e-07,100,4,"coast"
"722",662.226655405113,-1.8703507868052,-6.07489892943283,7.71152368787002e-05,1500,4,"middle"
"723",2162.22665540511,-4.64603431647836,-11.9851657588613,2.70456536634701e-05,3000,4,"inland"
"724",-737.773344594887,-0.0252331049978016,-0.0403077229494784,-1.16517559819509e-07,100,3.10344827586207,"coast"
"725",662.226655405113,-1.38199547948281,-4.49320035076819,6.11483455982732e-05,1500,3.10344827586207,"middle"
"726",2162.22665540511,-3.56225168886526,-9.50793245737603,2.52798460649714e-05,3000,3.10344827586207,"inland"
"727",-737.773344594887,-0.0190249109809359,-0.0292287981447288,-8.45059550427763e-08,100,2.53521126760563,"coast"
"728",662.226655405113,-1.05528442678759,-3.38268227454413,4.84896275028066e-05,1500,2.53521126760563,"middle"
"729",2162.22665540511,-2.78840625617816,-7.54069537775861,2.26752056770899e-05,3000,2.53521126760563,"inland"
"730",-737.773344594887,-0.014647234989007,-0.0215379358856609,-6.22775144811153e-08,100,2.14285714285714,"coast"
"731",662.226655405113,-0.81879294708409,-2.56013091393575,3.83421011192972e-05,1500,2.14285714285714,"middle"
"732",2162.22665540511,-2.20068194237732,-5.94047579738807,1.97643621362619e-05,3000,2.14285714285714,"inland"
"733",-737.773344594887,-0.0113483198566078,-0.0158882366888378,-4.59452090898683e-08,100,1.85567010309278,"coast"
"734",662.226655405113,-0.637217625316877,-1.92646445078432,3.00757062557057e-05,1500,1.85567010309278,"middle"
"735",2162.22665540511,-1.73267690616608,-4.61383077776004,1.68055850883486e-05,3000,1.85567010309278,"inland"
"736",-737.773344594887,-0.00872641071514302,-0.0115637162557363,-3.3441868689341e-08,100,1.63636363636364,"coast"
"737",662.226655405113,-0.490980016007003,-1.42355588906717,2.32325766833632e-05,1500,1.63636363636364,"middle"
"738",2162.22665540511,-1.34528421286362,-3.49764470069216,1.39212407390938e-05,3000,1.63636363636364,"inland"
"739",-737.773344594887,-0.00654529354882083,-0.00815147102047575,-2.35749971323488e-08,100,1.46341463414634,"coast"
"740",662.226655405113,-0.368288494604352,-1.01548973931266,1.74820712197805e-05,1500,1.46341463414634,"middle"
"741",2162.22665540511,-1.01401657668343,-2.5490832938881,1.11613762430588e-05,3000,1.46341463414634,"inland"
"742",-737.773344594887,-0.00465828247508959,-0.0054053357119912,-1.56335093638699e-08,100,1.32352941176471,"coast"
"743",662.226655405113,-0.261776475493414,-0.680060555618802,1.25798895523987e-05,1500,1.32352941176471,"middle"
"744",2162.22665540511,-0.723401925006861,-1.74090334136303,8.53189507688624e-06,3000,1.32352941176471,"inland"
"745",-737.773344594887,-0.00298292213851692,-0.00319235860049361,-9.23336702066704e-09,100,1.20805369127517,"coast"
"746",662.226655405113,-0.167416859048974,-0.405580901289476,8.33622138193899e-06,1500,1.20805369127517,"middle"
"747",2162.22665540511,-0.465178601536609,-1.06063920235624,6.00397388193956e-06,3000,1.20805369127517,"inland"
"748",-737.773344594887,-0.0015139575421097,-0.00148034808987063,-4.28177249970333e-09,100,1.11111111111111,"coast"
"749",662.226655405113,-0.085117020467651,-0.190473478572088,4.59262750063129e-06,1500,1.11111111111111,"middle"
"750",2162.22665540511,-0.239372001257121,-0.51208775367212,3.51580454228955e-06,3000,1.11111111111111,"inland"
"751",-634.016292976599,0.0427811216914264,0.0790745988397248,2.28996409700014e-07,100,4,"coast"
"752",765.983707023401,-2.11267064429588,-6.7260012829475,7.11085526598312e-05,1500,4,"middle"
"753",2265.9837070234,-4.77873679346497,-12.2060582247055,2.54688402931129e-05,3000,4,"inland"
"754",-634.016292976599,0.0309481198186301,0.0553089714853954,1.60114400169281e-07,100,3.10344827586207,"coast"
"755",765.983707023401,-1.5658552165343,-5.0094450018475,5.72207134332214e-05,1500,3.10344827586207,"middle"
"756",2265.9837070234,-3.67117305468245,-9.71336370386915,2.40026526225408e-05,3000,3.10344827586207,"inland"
"757",-634.016292976599,0.0233303787651185,0.0401134028522421,1.16097799100704e-07,100,2.53521126760563,"coast"
"758",765.983707023401,-1.19808163122526,-3.79000434092575,4.58522203665853e-05,1500,2.53521126760563,"middle"
"759",2265.9837070234,-2.87759669117893,-7.72301860371392,2.16687255735055e-05,3000,2.53521126760563,"inland"
"760",-634.016292976599,0.0179596182865449,0.0295639984130673,8.55515704186417e-08,100,2.14285714285714,"coast"
"761",765.983707023401,-0.930860820966495,-2.8790678785431,3.65444531510672e-05,1500,2.14285714285714,"middle"
"762",2265.9837070234,-2.27331904418726,-6.09685173669765,1.89871402152764e-05,3000,2.14285714285714,"inland"
"763",-634.016292976599,0.013913206500793,0.0218139850975163,6.31173332487782e-08,100,1.85567010309278,"coast"
"764",765.983707023401,-0.72512292614435,-2.17278990956305,2.88464428917616e-05,1500,1.85567010309278,"middle"
"765",2265.9837070234,-1.79119074437628,-4.74382893212019,1.62176132678632e-05,3000,1.85567010309278,"inland"
"766",-634.016292976599,0.0106981346500445,0.0158815234436602,4.5947999012736e-08,100,1.63636363636364,"coast"
"767",765.983707023401,-0.559090161657005,-1.60944538502942,2.24002735147276e-05,1500,1.63636363636364,"middle"
"768",2265.9837070234,-1.39154063295377,-3.60207308767624,1.34877596082592e-05,3000,1.63636363636364,"inland"
"769",-634.016292976599,0.00802457915505261,0.0112002754925626,3.24020303312016e-08,100,1.46341463414634,"coast"
"770",765.983707023401,-0.419601563222627,-1.15053971581478,1.69337658988346e-05,1500,1.46341463414634,"middle"
"771",2265.9837070234,-1.04947264109212,-2.62940925590365,1.08532465867748e-05,3000,1.46341463414634,"inland"
"772",-634.016292976599,0.00571251496062075,0.00743235429938238,2.15003253157967e-08,100,1.32352941176471,"coast"
"773",765.983707023401,-0.298422414813038,-0.772148819997557,1.2237919529011e-05,1500,1.32352941176471,"middle"
"774",2265.9837070234,-0.7492259710139,-1.79896618569499,8.32491537307769e-06,3000,1.32352941176471,"inland"
"775",-634.016292976599,0.00366034949939031,0.00439465379076154,1.27122734120238e-08,100,1.20805369127517,"coast"
"776",765.983707023401,-0.191045931566602,-0.461696234055445,8.14427318922991e-06,1500,1.20805369127517,"middle"
"777",2265.9837070234,-0.482336625729496,-1.09850590742951,5.87798623374799e-06,3000,1.20805369127517,"inland"
"778",-634.016292976599,0.00186018512149388,0.00204161625638477,5.9055061551761e-09,100,1.11111111111111,"coast"
"779",765.983707023401,-0.09733042954152,-0.217617091610329,4.50662131284677e-06,1500,1.11111111111111,"middle"
"780",2265.9837070234,-0.248696794632353,-0.532033695085044,3.45367967476259e-06,3000,1.11111111111111,"inland"
"781",-528.863364757755,-0.0524935973065244,-0.108556106726347,-3.13477177569968e-07,100,4,"coast"
"782",871.136635242245,-2.34611573161836,-7.32719891821634,6.56947834689154e-05,1500,4,"middle"
